,dwd_ord_bike_ride_info_openlock_time,dwd_ord_bike_ride_info_ride_time,dwd_ord_bike_ride_info_no_discount_cost,dwd_ord_bike_ride_info_discount_type,dwd_ord_bike_ride_info_ride_distance,dwd_ord_bike_ride_info_is_in_insurance,dwd_ord_bike_ride_info_create_channel,dwd_ord_bike_ride_info_end_channel,dwd_ord_bike_ride_info_account_type,dwd_ord_bike_ride_info_system_code,dwd_ord_bike_ride_info_lock_out_service_area,dwd_ord_bike_ride_info_out_of_sa_penalty,dwd_ord_bike_ride_info_penalty_operate_money,dwd_ord_bike_ride_info_in_forbidden_penalty,dwd_ord_bike_ride_info_in_forbidden_creditscore,dwd_ord_bike_ride_info_in_forbidden_operate_money,dwd_ord_bike_ride_info_open_lock_error_type,dwd_ord_bike_ride_info_in_forbidden_type,dwd_ord_bike_ride_info_ride_status,dwd_ord_bike_ride_info_start_type,dwd_ord_bike_ride_info_end_type,dwd_ord_bike_ride_info_start_over_region,dwd_ord_bike_ride_info_end_over_region,dwd_ord_bike_ride_info_start_over_bigregion,dwd_ord_bike_ride_info_end_over_bigregion,dwd_ord_bike_ride_info_pay_status
21,2856.0,240.0,16.5,5.0,28800.0,1.0,0.0,4.0,0.0,65.0,0.0,-1.0,9.0,-1.0,-1.0,1.0,-10.0,0.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,0.0
22,2862.0,240.0,16.5,5.0,28800.0,1.0,3.0,4.0,0.0,61.0,0.0,-1.0,9.0,-1.0,-1.0,1.0,-10.0,0.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0
23,1378.0,136.0,7.5,5.0,16238.0,1.0,0.0,1.0,0.0,65.0,1.0,-1.0,9.0,-1.0,-1.0,1.0,-10.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
24,3167.0,240.0,16.0,5.0,941.0,1.0,3.0,4.0,0.0,62.0,0.0,-1.0,9.0,-1.0,-1.0,1.0,-10.0,0.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0
25,1914.0,75.0,4.5,5.0,8932.0,1.0,0.0,3.0,0.0,65.0,1.0,0.0,20.0,-1.0,-1.0,1.0,-10.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
26,1131.0,240.0,12.0,5.0,28800.0,1.0,0.0,4.0,0.0,65.0,0.0,-1.0,9.0,-1.0,-1.0,1.0,-10.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
27,1126.0,168.0,9.0,12.0,2223.0,1.0,0.0,3.0,0.0,61.0,0.0,-1.0,9.0,-1.0,-1.0,1.0,-10.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0
28,1959.0,240.0,12.0,-1.0,28800.0,1.0,3.0,4.0,0.0,65.0,0.0,-1.0,9.0,-1.0,-1.0,1.0,-10.0,0.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0
29,1905.0,240.0,12.0,5.0,28800.0,1.0,0.0,4.0,0.0,65.0,0.0,-1.0,9.0,-1.0,-1.0,1.0,-10.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
30,1296.0,13.0,1.5,-1.0,1446.0,1.0,0.0,3.0,0.0,61.0,0.0,-1.0,9.0,-1.0,-1.0,1.0,-10.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0
31,24188.0,129.0,7.5,5.0,15458.0,1.0,3.0,1.0,0.0,65.0,0.0,-1.0,9.0,-1.0,-1.0,1.0,-10.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
32,18397.0,240.0,12.0,5.0,28800.0,1.0,0.0,4.0,0.0,61.0,0.0,-1.0,9.0,-1.0,-1.0,1.0,52.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
33,2802.0,3.0,1.0,-1.0,326.0,1.0,0.0,5.0,0.0,65.0,0.0,-1.0,9.0,-1.0,-1.0,1.0,-10.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0
34,2151.0,240.0,16.0,5.0,28800.0,1.0,0.0,4.0,0.0,65.0,0.0,-1.0,9.0,-1.0,-1.0,1.0,-10.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0
35,2047.0,240.0,12.0,5.0,28800.0,1.0,0.0,4.0,0.0,65.0,0.0,-1.0,9.0,-1.0,-1.0,1.0,-10.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0
36,1773.0,240.0,12.0,-1.0,28800.0,1.0,0.0,4.0,0.0,65.0,0.0,-1.0,9.0,-1.0,-1.0,1.0,-10.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0
37,2834.0,240.0,16.0,5.0,8114.0,1.0,3.0,4.0,0.0,61.0,0.0,-1.0,9.0,-1.0,-1.0,1.0,-10.0,0.0,2.0,3.0,0.0,1.0,1.0,1.0,1.0,2.0
38,25505.0,166.0,9.0,5.0,1071.0,1.0,0.0,3.0,0.0,62.0,0.0,-1.0,9.0,-1.0,-1.0,1.0,52.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0
39,978.0,240.0,16.5,5.0,28800.0,1.0,0.0,4.0,0.0,65.0,0.0,-1.0,9.0,-1.0,-1.0,1.0,-10.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0
40,997.0,240.0,12.0,5.0,28800.0,1.0,0.0,4.0,0.0,62.0,0.0,-1.0,9.0,-1.0,-1.0,1.0,-10.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0
41,17594.0,240.0,16.5,5.0,28800.0,1.0,0.0,4.0,0.0,62.0,0.0,-1.0,9.0,-1.0,-1.0,1.0,52.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0
42,2404.0,240.0,16.0,5.0,1229.0,1.0,0.0,4.0,0.0,62.0,0.0,-1.0,9.0,-1.0,-1.0,1.0,-10.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0
43,3654.0,240.0,12.0,5.0,28800.0,1.0,0.0,4.0,0.0,65.0,0.0,-1.0,9.0,-1.0,-1.0,1.0,-10.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0
44,942.0,229.0,12.0,5.0,4985.0,1.0,0.0,3.0,0.0,65.0,1.0,-1.0,9.0,-1.0,-1.0,1.0,-10.0,0.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0
45,21537.0,240.0,16.0,5.0,28800.0,1.0,3.0,4.0,0.0,65.0,0.0,-1.0,9.0,-1.0,-1.0,1.0,-10.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
46,1772.0,240.0,12.0,5.0,28800.0,1.0,0.0,4.0,0.0,65.0,0.0,-1.0,9.0,-1.0,-1.0,1.0,-10.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
47,2253.0,240.0,16.0,5.0,28800.0,1.0,0.0,4.0,0.0,62.0,0.0,-1.0,9.0,-1.0,-1.0,1.0,-10.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0
48,741.0,15.0,1.5,5.0,1800.0,1.0,0.0,2.0,0.0,65.0,0.0,-1.0,9.0,0.0,-1.0,2.0,-10.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0
49,3852.0,993.0,20.0,-1.0,119088.0,1.0,0.0,3.0,0.0,65.0,0.0,-1.0,9.0,-1.0,-1.0,1.0,-10.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
50,2172.0,240.0,12.0,5.0,28800.0,1.0,0.0,4.0,0.0,65.0,0.0,-1.0,9.0,-1.0,-1.0,1.0,-10.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0
51,855.0,240.0,16.5,5.0,28800.0,1.0,0.0,4.0,0.0,65.0,0.0,-1.0,9.0,-1.0,-1.0,1.0,-10.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0
52,65139.0,118.0,8.5,-1.0,510.0,1.0,0.0,3.0,0.0,65.0,0.0,-1.0,9.0,-1.0,-1.0,1.0,52.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0
53,2523.0,240.0,12.0,5.0,28800.0,1.0,0.0,4.0,0.0,62.0,0.0,-1.0,9.0,-1.0,-1.0,1.0,-10.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0
54,15799.0,240.0,12.0,5.0,28800.0,1.0,0.0,4.0,0.0,61.0,0.0,-1.0,9.0,-1.0,-1.0,1.0,52.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
55,1131.0,240.0,16.5,5.0,28800.0,1.0,0.0,4.0,0.0,65.0,0.0,-1.0,9.0,-1.0,-1.0,1.0,-10.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
56,1475.0,127.0,9.0,5.0,15200.0,1.0,0.0,1.0,0.0,62.0,0.0,-1.0,9.0,-1.0,-1.0,1.0,-10.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
57,1404.0,240.0,12.0,12.0,28800.0,1.0,0.0,4.0,0.0,62.0,0.0,-1.0,9.0,-1.0,-1.0,1.0,-10.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
58,1498.0,240.0,12.0,5.0,28800.0,1.0,0.0,4.0,0.0,65.0,0.0,-1.0,9.0,-1.0,-1.0,1.0,-10.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0
59,724.0,240.0,12.0,-1.0,28800.0,1.0,0.0,4.0,0.0,61.0,0.0,-1.0,9.0,-1.0,-1.0,1.0,-10.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0
60,1874.0,211.0,12.0,5.0,25316.0,1.0,0.0,1.0,0.0,65.0,0.0,-1.0,9.0,-1.0,-1.0,1.0,-10.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
61,20241.0,240.0,12.0,5.0,28800.0,1.0,0.0,4.0,0.0,65.0,0.0,-1.0,9.0,-1.0,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0
62,972.0,240.0,12.0,5.0,28800.0,1.0,1.0,4.0,0.0,62.0,0.0,-1.0,9.0,-1.0,-1.0,1.0,-10.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0
63,1989.0,240.0,12.0,5.0,28800.0,1.0,0.0,4.0,0.0,65.0,0.0,-1.0,9.0,-1.0,-1.0,1.0,-10.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
64,1634.0,240.0,16.0,-1.0,28800.0,1.0,3.0,4.0,0.0,65.0,0.0,-1.0,9.0,-1.0,-1.0,1.0,-10.0,0.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0
65,11406.0,20.0,1.5,-1.0,2356.0,1.0,0.0,1.0,0.0,65.0,0.0,-1.0,9.0,-1.0,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
66,657.0,240.0,16.0,5.0,28800.0,1.0,0.0,4.0,0.0,65.0,0.0,-1.0,9.0,-1.0,-1.0,1.0,-10.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0
67,996.0,175.0,9.0,-1.0,20964.0,1.0,0.0,3.0,0.0,65.0,0.0,-1.0,9.0,-1.0,-1.0,1.0,-10.0,0.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0
68,5857.0,240.0,16.0,5.0,28800.0,1.0,0.0,4.0,0.0,65.0,0.0,-1.0,9.0,-1.0,-1.0,1.0,-10.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0
69,1514.0,240.0,16.5,5.0,28800.0,1.0,0.0,4.0,0.0,65.0,0.0,-1.0,9.0,-1.0,-1.0,1.0,-10.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0
70,1544.0,191.0,13.0,5.0,22814.0,1.0,0.0,1.0,0.0,62.0,0.0,-1.0,9.0,-1.0,-1.0,1.0,-10.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
71,1728.0,240.0,16.0,5.0,2091.0,1.0,0.0,4.0,0.0,62.0,1.0,-1.0,9.0,-1.0,-1.0,1.0,-10.0,3.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0
72,1265.0,240.0,16.5,5.0,28800.0,1.0,0.0,4.0,0.0,65.0,0.0,-1.0,9.0,-1.0,-1.0,1.0,-10.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
73,92.0,240.0,12.0,5.0,28800.0,1.0,0.0,4.0,0.0,65.0,0.0,-1.0,9.0,-1.0,-1.0,1.0,-10.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0
74,1843.0,240.0,16.0,5.0,28800.0,1.0,0.0,4.0,0.0,62.0,0.0,-1.0,9.0,-1.0,-1.0,1.0,-10.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
75,1786.0,124.0,9.5,5.0,2940.0,1.0,0.0,3.0,0.0,62.0,0.0,-1.0,9.0,-1.0,-1.0,1.0,-10.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0
76,655.0,240.0,16.0,5.0,28800.0,1.0,0.0,4.0,0.0,62.0,0.0,-1.0,9.0,-1.0,-1.0,1.0,-10.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0
77,1289.0,240.0,16.0,5.0,28800.0,1.0,0.0,4.0,0.0,62.0,0.0,-1.0,9.0,-1.0,-1.0,1.0,-10.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
78,2298.0,234.0,16.0,5.0,28074.0,1.0,0.0,1.0,0.0,65.0,0.0,-1.0,9.0,-1.0,-1.0,1.0,-10.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
79,2246.0,240.0,12.0,5.0,28800.0,1.0,0.0,4.0,0.0,62.0,0.0,-1.0,9.0,-1.0,-1.0,1.0,-10.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
80,2238.0,240.0,16.0,5.0,28800.0,1.0,0.0,4.0,0.0,65.0,0.0,-1.0,9.0,-1.0,-1.0,1.0,-10.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0
81,3828.0,240.0,12.0,5.0,28800.0,1.0,3.0,4.0,0.0,62.0,0.0,-1.0,9.0,-1.0,-1.0,1.0,-10.0,0.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0
82,3194.0,240.0,16.0,5.0,28800.0,1.0,0.0,4.0,0.0,65.0,0.0,-1.0,9.0,-1.0,-1.0,1.0,-10.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
83,955.0,196.0,14.0,5.0,23410.0,1.0,0.0,3.0,0.0,62.0,0.0,-1.0,9.0,-1.0,-1.0,1.0,-10.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0
84,1891.0,240.0,12.0,5.0,28800.0,1.0,0.0,4.0,0.0,65.0,0.0,-1.0,9.0,-1.0,-1.0,1.0,-10.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0
85,16673.0,240.0,16.5,5.0,28800.0,1.0,0.0,4.0,0.0,62.0,0.0,-1.0,9.0,-1.0,-1.0,1.0,52.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0
86,758.0,240.0,12.0,5.0,1032.0,1.0,0.0,4.0,0.0,62.0,0.0,-1.0,9.0,-1.0,-1.0,1.0,-10.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
87,2998.0,240.0,12.0,5.0,28800.0,1.0,3.0,4.0,0.0,65.0,0.0,-1.0,9.0,-1.0,-1.0,1.0,-10.0,0.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,2.0
88,3658.0,123.0,7.5,5.0,14718.0,1.0,0.0,3.0,0.0,65.0,0.0,-1.0,9.0,0.0,-1.0,2.0,-10.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0
89,4139.0,240.0,16.0,5.0,28800.0,1.0,3.0,4.0,0.0,62.0,0.0,-1.0,9.0,-1.0,-1.0,1.0,-10.0,0.0,2.0,3.0,0.0,1.0,1.0,1.0,1.0,2.0
90,1327.0,140.0,10.0,5.0,2780.0,1.0,0.0,1.0,0.0,62.0,0.0,-1.0,9.0,-1.0,-1.0,1.0,-10.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
91,1088.0,216.0,12.0,5.0,25872.0,1.0,0.0,3.0,0.0,62.0,0.0,-1.0,9.0,-1.0,-1.0,1.0,-10.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0
92,36824.0,142.0,5.5,5.0,16968.0,1.0,0.0,3.0,0.0,65.0,0.0,-1.0,9.0,-1.0,-1.0,1.0,52.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0
93,3148.0,157.0,11.5,5.0,18750.0,1.0,0.0,1.0,0.0,65.0,0.0,-1.0,9.0,-1.0,-1.0,1.0,-10.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
94,1653.0,240.0,12.0,-1.0,28800.0,1.0,0.0,4.0,0.0,65.0,0.0,-1.0,9.0,-1.0,-1.0,1.0,-10.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
95,868.0,240.0,12.0,5.0,28800.0,1.0,0.0,4.0,0.0,65.0,0.0,-1.0,9.0,-1.0,-1.0,1.0,-10.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0
96,1658.0,240.0,16.5,5.0,28800.0,1.0,0.0,4.0,0.0,65.0,0.0,-1.0,9.0,-1.0,-1.0,1.0,-10.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
97,4303.0,240.0,12.0,5.0,28800.0,1.0,3.0,4.0,0.0,62.0,0.0,-1.0,9.0,-1.0,-1.0,1.0,-10.0,0.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0
98,724.0,240.0,12.0,5.0,28800.0,1.0,0.0,4.0,0.0,62.0,0.0,-1.0,9.0,-1.0,-1.0,1.0,-10.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
99,2995.0,240.0,12.0,5.0,28800.0,1.0,0.0,4.0,0.0,65.0,0.0,-1.0,9.0,-1.0,-1.0,1.0,-10.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0
100,1118.0,240.0,12.0,5.0,28800.0,1.0,0.0,4.0,0.0,65.0,0.0,-1.0,9.0,-1.0,-1.0,1.0,-10.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
101,333.0,240.0,16.0,11.0,28800.0,1.0,0.0,4.0,0.0,65.0,0.0,-1.0,9.0,-1.0,-1.0,1.0,-10.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0
102,2015.0,240.0,12.0,5.0,28800.0,1.0,0.0,4.0,0.0,65.0,0.0,-1.0,9.0,-1.0,-1.0,1.0,-10.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
103,1977.0,121.0,7.5,5.0,14456.0,1.0,0.0,1.0,0.0,65.0,0.0,-1.0,9.0,-1.0,-1.0,1.0,-10.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
104,1052.0,240.0,16.0,5.0,28800.0,1.0,0.0,4.0,0.0,65.0,0.0,-1.0,9.0,-1.0,-1.0,1.0,-10.0,0.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0
105,963.0,240.0,12.0,5.0,28800.0,1.0,0.0,4.0,0.0,65.0,0.0,-1.0,9.0,-1.0,-1.0,1.0,-10.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0
106,937.0,240.0,12.0,5.0,28800.0,1.0,0.0,4.0,0.0,65.0,0.0,-1.0,9.0,-1.0,-1.0,1.0,-10.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0
107,1847.0,240.0,16.5,5.0,28800.0,1.0,0.0,4.0,0.0,65.0,0.0,-1.0,9.0,-1.0,-1.0,1.0,-10.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0
108,1545.0,211.0,12.0,5.0,25318.0,1.0,0.0,3.0,0.0,65.0,0.0,-1.0,9.0,-1.0,-1.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0
109,1108.0,240.0,12.0,-1.0,28800.0,1.0,0.0,4.0,0.0,65.0,0.0,-1.0,9.0,-1.0,-1.0,1.0,-10.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
110,1035.0,240.0,16.5,5.0,28800.0,1.0,0.0,4.0,0.0,65.0,0.0,-1.0,9.0,-1.0,-1.0,1.0,-10.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0
111,1044.0,240.0,16.0,5.0,28800.0,1.0,0.0,4.0,0.0,61.0,0.0,-1.0,9.0,-1.0,-1.0,1.0,-10.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0
112,1143.0,240.0,16.0,5.0,28800.0,1.0,0.0,4.0,0.0,62.0,0.0,-1.0,9.0,-1.0,-1.0,1.0,-10.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0
113,20955.0,240.0,12.0,5.0,28800.0,1.0,0.0,4.0,0.0,65.0,0.0,-1.0,9.0,-1.0,-1.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0
114,2493.0,240.0,16.0,5.0,28800.0,1.0,0.0,4.0,0.0,65.0,0.0,-1.0,9.0,-1.0,-1.0,1.0,-10.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0
